,TS,start_anomaly,window length,prob_anomaly,lat,lon,anomaly sample length
162,"date
2015-09-21    0.359775
2015-10-15   -0.879076
2016-04-12   -0.473145
2016-07-05    0.225574
2016-09-27   -0.778795
                ...   
2023-07-29    1.075163
2023-08-10    0.038674
2023-08-22    2.065539
2023-09-03   -0.381859
2023-09-15    0.297185
Name: values_755_3517, Length: 193, dtype: float32",0,0.0,0.0,25.929054,-80.311356,
163,"date
2015-09-21    0.290463
2015-10-15   -0.745367
2016-04-12   -0.405911
2016-07-05    0.473737
2016-09-27   -0.743890
                ...   
2023-07-29    1.450991
2023-08-10   -0.225519
2023-08-22    1.822159
2023-09-03   -0.234264
2023-09-15    0.263962
Name: values_755_3518, Length: 193, dtype: float32",0,0.0,0.0,25.92906,-80.31132,
164,"date
2015-09-21   -0.182055
2015-10-15   -0.147688
2016-04-12    0.215941
2016-07-05   -0.032014
2016-09-27   -0.096579
                ...   
2023-07-29    0.303418
2023-08-10   -1.101468
2023-08-22    0.182822
2023-09-03   -0.096857
2023-09-15   -1.677195
Name: values_755_3519, Length: 193, dtype: float32",0,0.0,0.0,25.929066,-80.31128,
165,"date
2015-09-21   -0.182069
2015-10-15   -0.147678
2016-04-12    0.215934
2016-07-05   -0.031997
2016-09-27   -0.096605
                ...   
2023-07-29    0.303430
2023-08-10   -1.101527
2023-08-22    0.182835
2023-09-03   -0.096854
2023-09-15   -1.677183
Name: values_755_3520, Length: 193, dtype: float32",0,0.0,0.0,25.929071,-80.31125,
166,"date
2015-09-21   -0.411519
2015-10-15    0.211822
2016-04-12    0.034245
2016-07-05    0.108216
2016-09-27   -0.230181
                ...   
2023-07-29    0.367203
2023-08-10    0.160207
2023-08-22   -1.975700
2023-09-03    0.398569
2023-09-15   -0.260209
Name: values_755_3521, Length: 193, dtype: float32",0,0.0,0.0,25.929077,-80.31121,
167,"date
2015-09-21   -0.472229
2015-10-15    0.151164
2016-04-12    0.041826
2016-07-05   -0.012838
2016-09-27   -0.262492
                ...   
2023-07-29    0.261974
2023-08-10    0.147817
2023-08-22   -2.011270
2023-09-03    0.317623
2023-09-15   -0.370828
Name: values_755_3522, Length: 193, dtype: float32",0,0.0,0.0,25.929083,-80.31117,
168,"date
2015-09-21    1.083208
2015-10-15    0.583636
2016-04-12    0.380301
2016-07-05    0.281264
2016-09-27    0.070973
                ...   
2023-07-29    0.285125
2023-08-10    0.054306
2023-08-22   -1.826159
2023-09-03    0.446286
2023-09-15   -0.269415
Name: values_755_3523, Length: 193, dtype: float32",0,0.0,0.0,25.92909,-80.311134,
169,"date
2015-09-21   -0.372220
2015-10-15    0.250454
2016-04-12    0.056947
2016-07-05    0.125787
2016-09-27   -0.208926
                ...   
2023-07-29    0.365134
2023-08-10    0.116877
2023-08-22   -2.021343
2023-09-03    0.393662
2023-09-15   -0.284498
Name: values_755_3524, Length: 193, dtype: float32",0,0.0,0.0,25.929096,-80.311104,
170,"date
2015-09-21   -0.679541
2015-10-15    0.262272
2016-04-12    0.058084
2016-07-05    0.071839
2016-09-27   -0.414177
                ...   
2023-07-29    0.269476
2023-08-10    0.393768
2023-08-22   -1.980970
2023-09-03    0.490063
2023-09-15   -0.028130
Name: values_755_3525, Length: 193, dtype: float32",0,0.0,0.0,25.9291,-80.311066,
171,"date
2015-09-21   -0.361323
2015-10-15    0.175430
2016-04-12    0.088533
2016-07-05    0.157330
2016-09-27   -0.202291
                ...   
2023-07-29    0.364138
2023-08-10    0.150391
2023-08-22   -1.991737
2023-09-03    0.365210
2023-09-15   -0.311804
Name: values_755_3526, Length: 193, dtype: float32",0,0.0,0.0,25.929106,-80.311035,
172,"date
2015-09-21   -0.447412
2015-10-15    0.127508
2016-04-12    0.056884
2016-07-05    0.170850
2016-09-27   -0.217289
                ...   
2023-07-29    0.328461
2023-08-10    0.014284
2023-08-22   -1.962811
2023-09-03    0.372975
2023-09-15   -0.298226
Name: values_755_3527, Length: 193, dtype: float32",0,0.0,0.0,25.929111,-80.311,
173,"date
2015-09-21   -0.384114
2015-10-15    0.198395
2016-04-12    0.083316
2016-07-05    0.124189
2016-09-27   -0.194010
                ...   
2023-07-29    0.351984
2023-08-10    0.106933
2023-08-22   -1.957276
2023-09-03    0.360529
2023-09-15   -0.322650
Name: values_755_3528, Length: 193, dtype: float32",0,0.0,0.0,25.929117,-80.31097,
174,"date
2015-09-21   -0.429728
2015-10-15    0.213537
2016-04-12    0.081089
2016-07-05    0.075197
2016-09-27   -0.212152
                ...   
2023-07-29    0.297241
2023-08-10    0.065752
2023-08-22   -2.060987
2023-09-03    0.331337
2023-09-15   -0.372890
Name: values_755_3529, Length: 193, dtype: float32",0,0.0,0.0,25.929123,-80.310936,
175,"[array([-5.38671851e-01, -1.28395987e+00, -5.96416593e-01, -8.61214280e-01,
       -9.76961076e-01,  4.81381536e-01,  3.37128282e-01,  1.03477609e+00,
       -4.54652905e-01,  8.91919792e-01,  2.94176102e-01, -7.19982386e-01,
       -6.51383772e-02,  7.17837989e-01, -1.27615809e+00, -1.30446994e+00,
        1.29270792e+00,  1.24018908e+00,  1.53863382e+00,  1.00520396e+00,
       -5.93978763e-01, -1.67497888e-01,  1.56464577e+00, -1.02118921e+00,
       -1.83082804e-01,  4.48883176e-01, -1.73106909e-01, -6.80733681e-01,
        1.12522572e-01, -9.08808470e-01,  1.83285475e-01, -8.43257785e-01,
       -1.26994699e-01, -4.48580712e-01,  2.04607272e+00, -7.72912204e-02,
       -3.48657072e-01, -9.85862613e-01,  8.36633086e-01,  3.87965262e-01,
       -2.30763718e-01, -5.10500729e-01,  1.84043407e-01, -3.50131840e-03,
       -9.05812740e-01, -7.73875356e-01, -3.41830850e-01, -1.05115163e+00,
       -4.63323504e-01, -2.65565544e-01, -4.84641969e-01, -6.37862802e-01,
       -9.21980798e-01,  1.40405059e+00, -4.58210140e-01, -4.23057407e-01,
       -6.83016896e-01, -7.49861896e-01, -2.53764689e-01, -5.76451063e-01,
        2.40436196e-03, -5.72534382e-01,  4.16685402e-01, -1.31300688e-02,
       -2.77293682e-01,  1.64981687e+00, -2.68815786e-01, -1.36615014e+00,
       -8.22954059e-01, -3.11828971e-01, -7.57490873e-01,  1.52308571e+00,
       -2.95170307e-01, -3.84299606e-01, -1.20841312e+00, -1.04404473e+00,
        1.19497919e+00, -7.58379698e-01, -6.84631884e-01, -2.42859930e-01,
       -7.97996163e-01, -6.22051179e-01,  2.68405437e-01, -1.30241990e+00,
       -1.03407657e+00, -2.24573970e-01,  9.11306500e-01, -9.33127701e-01,
        7.00071573e-01, -6.43129945e-01, -4.87265944e-01,  1.05640128e-01,
        4.99828756e-01,  1.52370024e+00,  8.72032344e-03,  2.14375973e-01,
        3.09439182e-01, -3.21240187e-01, -4.24305916e-01, -6.53699875e-01,
       -6.71385527e-01,  7.50932455e-01, -1.20129550e+00, -4.26251084e-01,
        3.30107749e-01,  4.97730583e-01, -3.80425394e-01, -2.23076329e-01,
       -1.50010839e-01, -7.84861267e-01, -1.11062634e+00, -9.57433701e-01,
        1.04115164e+00, -6.74753606e-01,  1.27653539e+00,  1.50975311e+00,
       -7.28569090e-01, -6.09783113e-01, -5.62773883e-01, -3.25935096e-01,
       -6.97783589e-01, -5.42239308e-01,  4.06642199e-01,  2.09778249e-01,
       -1.71824425e-01, -6.15042746e-01, -7.36100674e-02, -5.13386548e-01,
       -1.06110275e-02, -1.79664731e-01, -3.72500420e-01, -7.46508092e-02,
       -4.70782876e-01, -8.09273958e-01, -8.40309858e-01,  1.24250817e+00,
        1.21219981e+00,  1.27826428e+00, -7.10651994e-01,  1.11411214e+00,
        8.62729907e-01,  9.95002031e-01, -9.30865586e-01,  1.48368382e+00,
        1.19950259e+00,  1.57985365e+00,  1.11883759e+00,  1.45284700e+00,
       -4.81082439e-01,  1.38189507e+00, -4.43761975e-01, -1.02626204e+00,
       -5.69869578e-01, -1.05628359e+00, -5.21823585e-01, -6.93486631e-01,
       -1.27081227e+00, -7.56406426e-01, -7.21722722e-01, -5.12123048e-01,
        1.58633029e+00, -1.62468448e-01,  4.87930477e-01, -9.37716365e-01,
       -1.07410502e+00,  1.20133734e+00, -3.57147425e-01,  7.75485098e-01,
       -8.73364568e-01, -1.18622839e+00,  1.79358923e+00,  1.06494665e-01,
       -6.16947412e-01,  1.39550614e+00,  1.76651669e+00,  1.43133879e+00,
        1.00248528e+00,  2.01004529e+00, -3.07866812e-01,  1.25965130e+00,
       -1.84752047e-01, -2.05472812e-01, -6.04637325e-01,  1.33562064e+00,
        1.57215619e+00,  1.35411751e+00,  1.11579970e-02,  1.36325872e+00,
       -9.56067324e-01,  2.14316130e+00,  3.33005881e+00, -2.25545466e-01,
        1.89230919e-01], dtype=float32)]",2021-09-25 00:00:00,,0.99,25.92908,-80.31198,19.0
176,"date
2015-09-21   -0.244722
2015-10-15    0.156546
2016-04-12   -0.398372
2016-07-05    0.210093
2016-09-27   -0.376669
                ...   
2023-07-29    0.864959
2023-08-10    0.663791
2023-08-22    2.497543
2023-09-03    0.703280
2023-09-15    1.030236
Name: values_756_3501, Length: 193, dtype: float32",0,0.0,0.0,25.929085,-80.31194,
177,"date
2015-09-21   -0.700338
2015-10-15   -0.294021
2016-04-12   -0.980588
2016-07-05    0.043278
2016-09-27   -0.871862
                ...   
2023-07-29    0.288616
2023-08-10    0.501139
2023-08-22    1.461046
2023-09-03   -0.201709
2023-09-15    1.524520
Name: values_756_3502, Length: 193, dtype: float32",0,0.0,0.0,25.92909,-80.31191,
178,"date
2015-09-21   -0.596111
2015-10-15   -0.117130
2016-04-12    0.155950
2016-07-05    0.472477
2016-09-27   -0.530763
                ...   
2023-07-29    0.580538
2023-08-10    0.873203
2023-08-22    1.424784
2023-09-03   -0.397574
2023-09-15    0.348391
Name: values_756_3503, Length: 193, dtype: float32",0,0.0,0.0,25.929096,-80.311874,
179,"date
2015-09-21   -0.240461
2015-10-15   -0.102145
2016-04-12   -0.171314
2016-07-05   -0.047461
2016-09-27    0.240227
                ...   
2023-07-29    0.242382
2023-08-10    0.402196
2023-08-22   -0.555155
2023-09-03    0.288675
2023-09-15    0.365979
Name: values_756_3504, Length: 193, dtype: float32",0,0.0,0.0,25.929102,-80.311844,
180,"date
2015-09-21   -0.368244
2015-10-15   -0.419043
2016-04-12    0.062281
2016-07-05    0.231648
2016-09-27   -0.592649
                ...   
2023-07-29    0.260561
2023-08-10    0.156671
2023-08-22   -1.697046
2023-09-03   -0.173375
2023-09-15    1.267192
Name: values_756_3505, Length: 193, dtype: float32",0,0.0,0.0,25.929108,-80.311806,
181,"date
2015-09-21   -0.137448
2015-10-15   -0.127768
2016-04-12   -0.126004
2016-07-05    0.660263
2016-09-27   -0.473122
                ...   
2023-07-29    0.456623
2023-08-10    1.073193
2023-08-22   -1.697461
2023-09-03    0.471314
2023-09-15    0.891096
Name: values_756_3506, Length: 193, dtype: float32",0,0.0,0.0,25.929113,-80.311775,
182,"date
2015-09-21    0.077922
2015-10-15    0.365808
2016-04-12   -0.084862
2016-07-05    0.570283
2016-09-27   -0.132952
                ...   
2023-07-29    0.612631
2023-08-10    0.442380
2023-08-22   -1.336619
2023-09-03    0.566880
2023-09-15    0.902240
Name: values_756_3507, Length: 193, dtype: float32",0,0.0,0.0,25.92912,-80.31174,
183,"date
2015-09-21   -0.397042
2015-10-15    0.046541
2016-04-12   -0.137107
2016-07-05    0.509225
2016-09-27   -0.221372
                ...   
2023-07-29    0.688808
2023-08-10    1.011755
2023-08-22   -1.667562
2023-09-03   -0.042701
2023-09-15   -0.012794
Name: values_756_3508, Length: 193, dtype: float32",0,0.0,0.0,25.929125,-80.31171,
184,"date
2015-09-21    0.634901
2015-10-15   -1.120262
2016-04-12    0.529795
2016-07-05   -0.906486
2016-09-27    0.837901
                ...   
2023-07-29   -0.343397
2023-08-10    0.638048
2023-08-22    1.763869
2023-09-03   -1.400407
2023-09-15    1.323767
Name: values_756_3509, Length: 193, dtype: float32",0,0.0,0.0,25.92913,-80.31167,
185,"date
2015-09-21   -0.322181
2015-10-15   -0.243426
2016-04-12   -0.272059
2016-07-05   -0.151280
2016-09-27    0.211387
                ...   
2023-07-29   -0.066257
2023-08-10    0.429049
2023-08-22   -0.079271
2023-09-03   -0.010111
2023-09-15    0.019686
Name: values_756_3510, Length: 193, dtype: float32",0,0.0,0.0,25.929136,-80.31164,
186,"date
2015-09-21    0.719773
2015-10-15   -0.362861
2016-04-12    0.167391
2016-07-05    0.307535
2016-09-27    1.752918
                ...   
2023-07-29   -0.213109
2023-08-10   -0.740761
2023-08-22   -0.425387
2023-09-03    0.321289
2023-09-15    1.434470
Name: values_756_3511, Length: 193, dtype: float32",0,0.0,0.0,25.929142,-80.3116,
187,"date
2015-09-21    0.836813
2015-10-15   -0.617402
2016-04-12    0.860184
2016-07-05    0.060378
2016-09-27    1.388322
                ...   
2023-07-29   -0.178552
2023-08-10   -2.255486
2023-08-22   -0.130221
2023-09-03   -0.544521
2023-09-15    1.949836
Name: values_756_3512, Length: 193, dtype: float32",0,0.0,0.0,25.929148,-80.31157,
188,"date
2015-09-21   -0.065512
2015-10-15    0.502030
2016-04-12    0.939983
2016-07-05   -1.078182
2016-09-27    0.133896
                ...   
2023-07-29    0.015396
2023-08-10   -0.923867
2023-08-22    2.206841
2023-09-03   -0.923029
2023-09-15    2.211780
Name: values_756_3513, Length: 193, dtype: float32",0,0.0,0.0,25.929153,-80.31153,
189,"date
2015-09-21    0.868354
2015-10-15   -0.529548
2016-04-12    0.104776
2016-07-05    0.171758
2016-09-27    1.665460
                ...   
2023-07-29   -0.895149
2023-08-10    0.027388
2023-08-22    2.589723
2023-09-03    0.046729
2023-09-15    0.874424
Name: values_756_3514, Length: 193, dtype: float32",0,0.0,0.0,25.92916,-80.3115,
190,"date
2015-09-21    0.391248
2015-10-15   -0.685501
2016-04-12    0.654941
2016-07-05   -0.717212
2016-09-27    0.451868
                ...   
2023-07-29   -0.216785
2023-08-10   -1.088406
2023-08-22    3.364485
2023-09-03   -0.767920
2023-09-15   -0.444974
Name: values_756_3515, Length: 193, dtype: float32",0,0.0,0.0,25.929165,-80.31146,
191,"date
2015-09-21    0.823345
2015-10-15   -1.169336
2016-04-12    0.727999
2016-07-05   -0.609698
2016-09-27    0.604930
                ...   
2023-07-29   -0.820061
2023-08-10   -0.409444
2023-08-22    2.790484
2023-09-03   -0.730416
2023-09-15   -0.632371
Name: values_756_3516, Length: 193, dtype: float32",0,0.0,0.0,25.92917,-80.311424,
192,"date
2015-09-21    0.139434
2015-10-15   -1.363732
2016-04-12   -0.958858
2016-07-05   -0.806356
2016-09-27    0.399313
                ...   
2023-07-29    0.258681
2023-08-10   -0.906770
2023-08-22    2.476057
2023-09-03   -0.771300
2023-09-15    0.215598
Name: values_756_3517, Length: 193, dtype: float32",0,0.0,0.0,25.929176,-80.311386,
193,"date
2015-09-21   -0.988466
2015-10-15   -0.364020
2016-04-12   -1.561051
2016-07-05   -1.333660
2016-09-27    0.042038
                ...   
2023-07-29    0.222463
2023-08-10    0.499185
2023-08-22    0.174853
2023-09-03    0.900108
2023-09-15    0.194257
Name: values_756_3518, Length: 193, dtype: float32",0,0.0,0.0,25.929182,-80.31135,
194,"date
2015-09-21   -0.448664
2015-10-15    0.242231
2016-04-12   -0.028660
2016-07-05    0.060845
2016-09-27   -0.286669
                ...   
2023-07-29    0.302907
2023-08-10    0.056437
2023-08-22   -2.007709
2023-09-03    0.384214
2023-09-15   -0.183466
Name: values_756_3519, Length: 193, dtype: float32",0,0.0,0.0,25.929188,-80.31131,
195,"date
2015-09-21   -0.356324
2015-10-15   -0.293921
2016-04-12    0.181138
2016-07-05   -0.084832
2016-09-27   -0.237658
                ...   
2023-07-29   -0.038384
2023-08-10   -1.178926
2023-08-22    0.471529
2023-09-03   -0.014884
2023-09-15   -1.274323
Name: values_756_3520, Length: 193, dtype: float32",0,0.0,0.0,25.929195,-80.31127,
196,"date
2015-09-21   -0.397931
2015-10-15   -0.014285
2016-04-12    0.020240
2016-07-05    0.030881
2016-09-27   -0.249936
                ...   
2023-07-29   -0.526192
2023-08-10   -0.741758
2023-08-22   -1.116961
2023-09-03   -0.106041
2023-09-15   -1.876798
Name: values_756_3521, Length: 193, dtype: float32",0,0.0,0.0,25.929201,-80.31123,
197,"date
2015-09-21   -0.427531
2015-10-15    0.065944
2016-04-12   -0.004433
2016-07-05    0.052243
2016-09-27   -0.263448
                ...   
2023-07-29    0.108231
2023-08-10    0.139587
2023-08-22   -1.927855
2023-09-03    0.232090
2023-09-15   -0.068473
Name: values_756_3522, Length: 193, dtype: float32",0,0.0,0.0,25.929207,-80.3112,
198,"date
2015-09-21   -0.389289
2015-10-15    0.106952
2016-04-12    0.056002
2016-07-05    0.118542
2016-09-27   -0.198018
                ...   
2023-07-29    0.437364
2023-08-10    0.113526
2023-08-22   -1.977341
2023-09-03    0.391713
2023-09-15   -0.250170
Name: values_756_3523, Length: 193, dtype: float32",0,0.0,0.0,25.929213,-80.311165,
199,"date
2015-09-21   -0.622968
2015-10-15    0.077222
2016-04-12   -0.078590
2016-07-05   -0.180404
2016-09-27   -0.385532
                ...   
2023-07-29    0.224261
2023-08-10    0.015499
2023-08-22   -1.853027
2023-09-03    0.294731
2023-09-15   -0.226773
Name: values_756_3524, Length: 193, dtype: float32",0,0.0,0.0,25.929218,-80.31113,
200,"date
2015-09-21    0.729549
2015-10-15   -1.585447
2016-04-12    0.199556
2016-07-05    0.512623
2016-09-27   -0.129167
                ...   
2023-07-29   -1.748310
2023-08-10   -0.448352
2023-08-22   -0.355226
2023-09-03   -0.812878
2023-09-15    1.454571
Name: values_756_3525, Length: 193, dtype: float32",0,0.0,0.0,25.929224,-80.31109,
201,"date
2015-09-21   -0.460125
2015-10-15    0.108098
2016-04-12    0.050608
2016-07-05    0.119677
2016-09-27   -0.221730
                ...   
2023-07-29    0.439506
2023-08-10    0.091263
2023-08-22   -1.988942
2023-09-03    0.393956
2023-09-15   -0.269007
Name: values_756_3526, Length: 193, dtype: float32",0,0.0,0.0,25.92923,-80.31106,
202,"date
2015-09-21   -0.492827
2015-10-15    0.069149
2016-04-12    0.031466
2016-07-05    0.075886
2016-09-27   -0.263018
                ...   
2023-07-29    0.469142
2023-08-10    0.142922
2023-08-22   -1.971434
2023-09-03    0.403910
2023-09-15   -0.228297
Name: values_756_3527, Length: 193, dtype: float32",0,0.0,0.0,25.929235,-80.31102,
203,"date
2015-09-21   -0.423092
2015-10-15    0.077776
2016-04-12    0.038596
2016-07-05    0.068890
2016-09-27   -0.217452
                ...   
2023-07-29    0.448967
2023-08-10    0.211834
2023-08-22   -2.009860
2023-09-03    0.420971
2023-09-15   -0.167222
Name: values_756_3528, Length: 193, dtype: float32",0,0.0,0.0,25.929241,-80.31099,
204,"date
2015-09-21   -0.640508
2015-10-15    0.087857
2016-04-12   -0.190775
2016-07-05   -0.061035
2016-09-27   -0.354287
                ...   
2023-07-29    0.273425
2023-08-10   -0.134079
2023-08-22   -1.979829
2023-09-03    0.380917
2023-09-15   -0.233914
Name: values_756_3529, Length: 193, dtype: float32",0,0.0,0.0,25.929247,-80.31096,
205,"[array([-0.270334  , -0.7599644 , -0.43959764, -0.30656782, -0.39204013,
        1.151249  ,  1.0711257 ,  1.6306643 ,  0.44091302,  1.3319232 ,
        0.38558358, -0.09213424,  0.48752534, -0.73108476, -0.6311438 ,
       -0.6460858 , -0.7672039 , -0.49637425, -0.27205098,  0.6825784 ,
       -0.3720278 , -0.0538536 ,  2.1044936 , -0.9215416 , -0.04546806,
       -1.0206525 ,  0.31191152, -0.7244638 ,  0.33039415, -0.56286395,
       -0.76532847, -0.49934924, -0.09627585, -0.17398818, -0.00357601,
       -0.1247198 , -0.14781749, -0.5220758 , -0.5315973 , -0.77103204,
       -0.7355344 , -1.3459562 , -0.84734875, -0.89661515, -1.0758595 ,
       -1.4941636 ,  0.2137931 , -1.9243317 , -0.48490164,  0.3650461 ,
       -0.3682778 , -0.65456164, -0.39783603, -0.32834738, -0.14615116,
       -1.2154372 ,  0.63317895, -0.3200342 , -1.2306978 , -0.43334192,
        0.29554838,  0.1011506 ,  0.5998913 ,  0.39192712,  0.3050566 ,
       -0.14116341,  0.2635774 , -0.7184973 , -0.16404346, -0.57375467,
       -0.38720465,  2.1143045 , -0.16678739, -0.29625306, -1.0266666 ,
       -0.82120305,  0.7796259 , -0.14621997, -0.6587882 ,  0.2861449 ,
       -0.07319891, -0.4115656 , -0.84172344, -0.3391654 , -0.07417315,
        0.74868083,  1.6855725 , -0.23546106, -1.145507  , -1.1890053 ,
       -0.47550678,  0.25315788, -0.2950526 , -0.7086601 , -0.1119111 ,
        0.64670223,  0.02972618,  0.33649257,  0.3807033 , -0.24971461,
       -0.27728057, -0.3509093 , -0.9312986 , -0.22964886, -0.09846544,
        0.17125458, -0.34392163, -0.3889202 , -0.4184433 , -0.52353805,
       -0.5069555 , -0.43768576,  0.7061041 , -0.6665159 ,  1.8592436 ,
        1.8622823 , -0.39849097, -0.7919789 , -0.5863345 , -0.54536897,
       -0.90310633,  0.13795769,  0.7826345 ,  0.45195353, -0.02723441,
       -0.7873517 ,  0.12178093, -0.61847425,  0.72142863, -0.12923479,
        0.07398468,  0.2804009 ,  0.1581926 , -0.39125425, -0.4056501 ,
        1.4917647 , -0.8001744 ,  1.8895396 , -0.3418331 ,  1.7110983 ,
       -0.4316663 , -0.83327293, -0.76155496,  2.204631  , -0.715984  ,
       -0.11192608, -0.69392717,  2.053393  , -0.35278726, -0.35618007,
       -0.5825241 , -0.66148996, -0.47635645, -0.5673424 , -0.99801606,
       -0.25345102, -0.5723525 , -0.06622016, -0.43083876, -0.2029345 ,
        2.6643429 , -0.41111177, -0.12145878, -0.53910387, -0.40738672,
        2.6028218 , -0.4217572 , -0.7762968 , -0.82829195, -0.45576966,
        2.3996086 ,  0.47560835, -0.47310436,  1.8828719 ,  2.1474247 ,
        1.6611636 , -0.37145016,  2.0822754 , -0.15853406,  2.0666428 ,
       -0.55966985, -0.37878346, -0.29615533,  2.2592812 ,  1.9411871 ,
       -0.4180802 , -0.17283538,  1.9921173 , -0.69520164,  2.420989  ,
        3.3586853 , -0.18199682, -0.06358659], dtype=float32)]",2022-08-27 00:00:00,,0.99,25.929203,-80.312004,7.0
206,"date
2015-09-21   -0.320835
2015-10-15    0.112406
2016-04-12   -0.002138
2016-07-05    0.697271
2016-09-27    0.061875
                ...   
2023-07-29    0.650742
2023-08-10    1.605894
2023-08-22    2.096569
2023-09-03   -0.000672
2023-09-15   -0.135147
Name: values_757_3501, Length: 193, dtype: float32",0,0.0,0.0,25.929209,-80.31197,
207,"date
2015-09-21    0.182740
2015-10-15    0.100253
2016-04-12    0.364208
2016-07-05    0.280348
2016-09-27    0.013073
                ...   
2023-07-29    0.713239
2023-08-10   -0.115494
2023-08-22    1.946718
2023-09-03   -0.746112
2023-09-15   -0.419589
Name: values_757_3502, Length: 193, dtype: float32",0,0.0,0.0,25.929214,-80.311935,
208,"date
2015-09-21   -0.132312
2015-10-15    0.305954
2016-04-12    0.096254
2016-07-05    0.415647
2016-09-27    0.434239
                ...   
2023-07-29    0.287000
2023-08-10   -0.049218
2023-08-22    1.894938
2023-09-03   -0.047807
2023-09-15    0.109937
Name: values_757_3503, Length: 193, dtype: float32",0,0.0,0.0,25.92922,-80.311905,
209,"date
2015-09-21   -0.213617
2015-10-15   -0.048205
2016-04-12   -0.171615
2016-07-05    0.170636
2016-09-27    0.108788
                ...   
2023-07-29    0.375825
2023-08-10    0.154210
2023-08-22   -1.147959
2023-09-03    0.032965
2023-09-15   -0.279295
Name: values_757_3504, Length: 193, dtype: float32",0,0.0,0.0,25.929226,-80.31187,
210,"date
2015-09-21   -0.520946
2015-10-15   -0.338649
2016-04-12    0.128061
2016-07-05    0.145259
2016-09-27   -0.359264
                ...   
2023-07-29    0.606645
2023-08-10    0.746273
2023-08-22   -1.650402
2023-09-03    0.152356
2023-09-15   -0.541788
Name: values_757_3505, Length: 193, dtype: float32",0,0.0,0.0,25.929232,-80.31184,
211,"date
2015-09-21   -0.273726
2015-10-15    0.093574
2016-04-12    0.275892
2016-07-05    0.187048
2016-09-27    0.088424
                ...   
2023-07-29    0.527879
2023-08-10    1.671601
2023-08-22   -1.470565
2023-09-03   -0.234959
2023-09-15    0.930823
Name: values_757_3506, Length: 193, dtype: float32",0,0.0,0.0,25.929237,-80.3118,
212,"date
2015-09-21   -0.485759
2015-10-15   -0.174737
2016-04-12    0.074225
2016-07-05    0.119781
2016-09-27   -0.252642
                ...   
2023-07-29    0.676909
2023-08-10    0.746859
2023-08-22   -1.433356
2023-09-03    0.287904
2023-09-15   -0.306031
Name: values_757_3507, Length: 193, dtype: float32",0,0.0,0.0,25.929243,-80.31177,
213,"date
2015-09-21   -0.307625
2015-10-15    0.061212
2016-04-12    0.123127
2016-07-05    0.160731
2016-09-27    0.141782
                ...   
2023-07-29    0.607492
2023-08-10    2.550218
2023-08-22   -1.194802
2023-09-03    0.273230
2023-09-15   -0.239928
Name: values_757_3508, Length: 193, dtype: float32",0,0.0,0.0,25.929249,-80.31173,
214,"date
2015-09-21   -0.220525
2015-10-15    0.228031
2016-04-12    0.042454
2016-07-05    0.530614
2016-09-27    0.132490
                ...   
2023-07-29    0.460612
2023-08-10    0.800671
2023-08-22   -1.388334
2023-09-03    0.306821
2023-09-15   -0.280825
Name: values_757_3509, Length: 193, dtype: float32",0,0.0,0.0,25.929255,-80.3117,
215,"date
2015-09-21   -0.407959
2015-10-15    0.058467
2016-04-12   -0.030024
2016-07-05    0.245452
2016-09-27    0.149862
                ...   
2023-07-29    0.289335
2023-08-10   -2.123009
2023-08-22   -0.917677
2023-09-03   -1.626315
2023-09-15    0.011614
Name: values_757_3510, Length: 193, dtype: float32",0,0.0,0.0,25.92926,-80.31166,
216,"date
2015-09-21   -0.645346
2015-10-15   -0.620325
2016-04-12   -0.069292
2016-07-05   -0.968232
2016-09-27    1.061122
                ...   
2023-07-29    0.535628
2023-08-10    0.081849
2023-08-22    0.620342
2023-09-03   -0.999342
2023-09-15    1.913289
Name: values_757_3511, Length: 193, dtype: float32",0,0.0,0.0,25.929266,-80.31163,
217,"date
2015-09-21   -0.165395
2015-10-15    0.385839
2016-04-12    0.565692
2016-07-05    0.334552
2016-09-27   -0.710904
                ...   
2023-07-29    0.394712
2023-08-10   -2.125185
2023-08-22   -0.784113
2023-09-03   -0.162626
2023-09-15    1.121063
Name: values_757_3512, Length: 193, dtype: float32",0,0.0,0.0,25.929272,-80.31159,
218,"date
2015-09-21   -0.266327
2015-10-15    0.350398
2016-04-12    0.394648
2016-07-05    0.233413
2016-09-27   -0.600796
                ...   
2023-07-29    0.268681
2023-08-10   -2.116766
2023-08-22   -0.608594
2023-09-03   -0.153700
2023-09-15    1.179064
Name: values_757_3513, Length: 193, dtype: float32",0,0.0,0.0,25.929277,-80.31156,
219,"date
2015-09-21   -0.044480
2015-10-15    0.281294
2016-04-12    0.408037
2016-07-05    0.327656
2016-09-27    0.067919
                ...   
2023-07-29    0.227156
2023-08-10   -1.218839
2023-08-22    0.028784
2023-09-03   -0.053803
2023-09-15    0.632925
Name: values_757_3514, Length: 193, dtype: float32",0,0.0,0.0,25.929283,-80.31152,
220,"date
2015-09-21   -0.188594
2015-10-15   -0.360903
2016-04-12    0.132851
2016-07-05   -0.487951
2016-09-27    1.393373
                ...   
2023-07-29   -0.102122
2023-08-10   -2.066391
2023-08-22    1.393004
2023-09-03   -0.488324
2023-09-15    0.443218
Name: values_757_3515, Length: 193, dtype: float32",0,0.0,0.0,25.929289,-80.311485,
