,TS,start_anomaly,window length,prob_anomaly,lat,lon,anomaly sample length
66,"date
2015-09-21   -0.217025
2015-10-15    0.209969
2016-04-12    0.193197
2016-07-05    0.067503
2016-09-27    0.303263
                ...   
2023-07-29   -0.845257
2023-08-10   -2.118833
2023-08-22    1.066457
2023-09-03    0.058662
2023-09-15    0.209560
Name: values_752_3508, Length: 193, dtype: float32",0,0.0,0.0,25.928633,-80.311584,
67,"date
2015-09-21   -0.157761
2015-10-15    0.292863
2016-04-12    0.017383
2016-07-05    0.120749
2016-09-27   -1.240188
                ...   
2023-07-29    0.215665
2023-08-10   -1.187102
2023-08-22    1.106786
2023-09-03    0.235770
2023-09-15    1.314313
Name: values_752_3509, Length: 193, dtype: float32",0,0.0,0.0,25.928638,-80.31155,
68,"date
2015-09-21   -0.128399
2015-10-15    0.332388
2016-04-12    0.204591
2016-07-05    0.175034
2016-09-27   -0.997458
                ...   
2023-07-29   -0.126188
2023-08-10   -1.074935
2023-08-22    0.827814
2023-09-03   -2.579006
2023-09-15    1.792299
Name: values_752_3510, Length: 193, dtype: float32",0,0.0,0.0,25.928644,-80.31151,
69,"date
2015-09-21    0.113068
2015-10-15    0.163642
2016-04-12    0.359593
2016-07-05   -0.796498
2016-09-27   -0.991838
                ...   
2023-07-29    0.922068
2023-08-10   -0.759672
2023-08-22    1.084561
2023-09-03   -2.369588
2023-09-15    1.850651
Name: values_752_3511, Length: 193, dtype: float32",0,0.0,0.0,25.92865,-80.31147,
70,"[array([ 1.798328  , -0.98085916, -0.23107077,  0.69429594, -0.2373367 ,
       -0.5772889 , -0.11531311, -0.5841513 , -1.0646554 , -0.06309471,
        0.83244944, -0.51504296, -0.9276098 , -0.8242202 , -0.68201685,
       -0.9432833 , -0.516335  ,  0.08174777,  1.9573839 , -0.5412986 ,
       -1.1800426 ,  0.81654155, -1.0252758 , -1.2609556 , -1.0391121 ,
        0.70878315,  0.77135503,  0.58248997,  0.56823295, -0.3760594 ,
        0.552491  , -0.5664824 , -0.90380645, -0.6776346 , -0.21837649,
       -0.6750748 , -1.1810386 , -1.1727031 , -0.5608599 ,  0.8382272 ,
        0.8913731 ,  0.76311874,  1.3661621 ,  0.9394794 ,  0.37923735,
        0.4499073 , -0.37642622,  0.4312078 , -0.29340622,  0.64189005,
        0.9842101 ,  1.1679928 ,  0.74798405,  0.9474505 ,  0.8489502 ,
       -0.77907026, -0.72167325, -1.1473906 ,  1.4740072 , -0.68068904,
       -0.2640487 , -0.04863229,  0.3236087 , -0.25561357, -0.06275712,
        0.2125422 ,  0.24475881, -0.61376977, -0.15318768, -0.14924537,
       -0.03946346,  0.6460335 ,  1.1125447 ,  0.05411005, -0.00923419,
        0.81246394,  0.7220938 ,  0.52940476, -1.1256167 ,  0.8560831 ,
        1.079461  , -0.13906907,  0.69119716,  0.7965881 ,  0.3601411 ,
        0.5401393 ,  0.47487068, -0.5391572 ,  0.5901946 , -0.61096   ,
       -0.23382428, -0.77146786, -0.6548263 ,  0.19923073,  0.06437524,
        0.8288514 ,  0.06088606, -0.62928605, -0.15612543, -0.29350397,
        0.9338722 ,  0.6434796 ,  0.24147558, -1.2941077 ,  0.58256036,
       -0.21174484,  1.4565089 ,  1.2223676 ,  1.0811772 ,  1.0725685 ,
       -0.76625454, -0.29320934, -0.6693056 , -0.75303763, -0.9233469 ,
       -0.11101058, -0.7614562 , -0.22221124, -0.42430234, -0.22248715,
        1.0612056 , -0.33758244, -0.01186702, -0.5130577 , -0.14447942,
       -0.8934503 , -0.3935398 , -0.8901594 , -0.46336114, -0.7087892 ,
       -0.50875026,  0.3515825 ,  0.10720727,  0.02843601, -0.62157077,
        0.9651828 , -1.157995  ,  1.4153637 , -0.24071306, -0.08533069,
        0.39031008, -0.88081956,  0.01897455, -0.5589339 , -0.89169353,
       -0.7039743 , -0.90361226,  1.8513466 , -0.57100224, -0.4126528 ,
       -0.6061461 ,  1.3020148 , -0.619062  ,  0.85523957, -0.8156842 ,
       -1.3330313 , -0.81224334,  1.35566   , -0.9822633 ,  0.45407826,
       -0.05682653,  0.876265  , -0.41766697,  1.0687    ,  1.2840819 ,
       -0.60976815, -1.5837016 ,  1.0570407 , -0.4480654 ,  1.0020431 ,
        0.06829315, -0.41809654,  0.5290037 , -0.46828425, -0.29153246,
        1.4046543 , -0.14124805, -0.7957531 , -1.4414723 , -0.11290586,
       -0.03035656, -0.2643034 ,  0.5767944 , -0.5276676 , -0.3756503 ,
       -0.7751012 , -1.1614442 , -0.43848184,  0.8173698 ,  0.22079682,
        3.0181603 , -0.7069509 ,  2.42027   ], dtype=float32)]",2021-10-19 00:00:00,,0.9,25.928656,-80.31144,31.0
71,"[array([ 0.7461366 , -0.53676766, -0.14381397,  0.04466605,  2.141884  ,
       -0.19002539, -0.12659863,  0.05383584,  0.04051992,  0.05631441,
        0.5283652 ,  0.02562782, -0.14649987, -0.2658574 , -0.30803233,
       -0.08349168, -0.19065523, -0.04271495,  2.5826652 ,  0.05111739,
       -0.08286667, -0.48418945, -0.33816072, -0.2925062 , -0.34199816,
        2.3835857 , -0.19808364, -0.68010557, -0.34443372,  0.03449857,
       -0.26408923,  0.4089831 , -0.28119215,  0.27908373,  0.00882363,
        0.21512803, -0.05263579, -0.21890742, -0.26116657, -0.18896526,
       -0.34277678, -0.4155165 ,  0.05421793,  0.03651929, -0.2707336 ,
       -0.39069843, -0.13420683, -0.09043342, -0.22495884,  0.27072462,
        0.08264001,  2.3613012 ,  2.559311  ,  0.0080027 , -0.1259236 ,
       -0.10432523, -0.15372616, -0.28020662, -0.04977211,  0.02143994,
        0.06234662, -0.23377204, -0.10200545, -0.52090144, -0.02887113,
       -0.07441288, -0.0142791 , -0.2984221 , -0.20382228, -0.48798525,
       -0.16430968,  0.29180765, -0.01209939, -0.4247016 , -0.37593216,
       -0.44040626,  0.27872705, -0.11531675, -0.1339021 , -0.18012702,
        2.428453  , -0.39612448, -0.17251444,  0.1359452 , -0.13927412,
        0.0346303 , -0.10800028, -0.09194165, -0.20620674, -0.4326462 ,
        0.14922129,  0.00785167, -0.34663773, -0.3751315 , -0.06095172,
        0.23301804,  0.08666655,  0.04785015, -0.37289846,  0.19874471,
        0.5320535 , -0.10127524,  0.2217685 , -0.51487124, -0.33691245,
       -0.00977635,  0.2691076 ,  2.0266454 ,  0.1723069 ,  0.0946095 ,
        0.20351002,  0.33721194, -0.1476453 , -0.68760115, -0.35653222,
       -0.08112857, -0.21380743,  0.4114833 ,  0.23124719,  1.4091054 ,
        2.2738354 ,  0.083735  , -0.21097985, -0.26085326, -0.19678912,
       -0.48565352, -0.26866972, -0.19327149, -0.58102554,  0.05358177,
       -0.5130883 , -0.32309696, -0.14967704, -1.002566  , -0.8681021 ,
       -0.20974675,  0.28107512,  2.2236133 , -0.12634587, -0.6625271 ,
        0.02962649, -0.48900306, -0.0814229 , -0.32968134, -0.62967825,
       -0.08121349, -0.17835608,  0.55500805,  0.9294557 , -0.6780769 ,
       -0.375594  ,  1.6916214 , -0.8289532 ,  0.20555903, -0.9342186 ,
       -0.21364999, -1.5333993 , -0.7114817 , -0.2242331 , -0.5155    ,
       -0.03745508, -0.31245542, -0.5552594 ,  0.4343532 ,  1.4718875 ,
       -0.09904079, -0.341139  ,  1.7946737 ,  0.49795306,  0.6338744 ,
       -0.33590287, -1.4535176 , -0.5882975 ,  0.72104406, -0.55802536,
        0.316284  , -1.1633404 , -1.4135343 , -0.93185586, -0.66332716,
       -0.09189653,  0.11544673,  1.6631114 ,  0.00550917, -1.2458531 ,
       -1.040142  ,  0.032915  ,  0.3127513 , -0.02262461, -0.31175864,
        1.697063  , -1.8641992 ,  1.6129742 ], dtype=float32)]",2022-06-16 00:00:00,,0.9,25.928661,-80.3114,13.0
72,"[array([-0.12203705, -0.18621239,  0.37519515, -0.68130594,  0.5392012 ,
        0.02027007,  0.7492508 , -0.00565845, -0.53985983,  0.44807658,
        1.2225962 ,  0.18115246, -0.19880931, -0.26581204, -0.1456064 ,
       -0.48702   , -0.06243128,  0.3693583 ,  2.7369227 , -0.06469864,
       -0.20914578, -0.53863555, -0.37761602, -0.31401533, -0.53033775,
        1.6345313 , -1.1258113 , -0.87976885, -1.2084538 ,  0.37782168,
       -1.046346  , -0.02794367, -0.31334278, -0.37955782,  0.175347  ,
       -0.1566059 , -0.5408108 , -0.63195264,  0.02907422, -1.0114101 ,
       -1.2429576 , -0.8334813 ,  1.3782854 , -1.1522752 ,  0.35435253,
       -1.8501153 ,  0.14221787,  0.09522891,  0.13962233, -0.2616601 ,
       -0.7099507 ,  1.7428536 ,  1.4225074 , -0.5874932 , -0.58713853,
       -0.81748855, -0.43748277, -0.76219726, -0.3726742 , -0.07822204,
       -1.0159824 , -0.552116  , -0.2584334 , -0.55281854, -0.67282313,
       -0.67035747, -0.681793  , -0.79550743, -1.0902452 , -1.0549709 ,
       -1.106659  , -0.6123102 ,  0.45124137, -1.4577887 , -1.1016285 ,
        0.06388138, -0.08351791, -0.8005151 , -0.47434074, -0.17616814,
        1.9214133 , -1.0264874 ,  1.1997037 , -0.50091195, -0.6050985 ,
       -0.19389236, -0.13177729, -0.10359561, -1.0389149 , -0.10144019,
       -0.189545  , -0.5538492 , -0.37194037,  0.19311945, -0.7965935 ,
        0.8601538 ,  0.01383121,  0.0465755 ,  0.0522455 , -0.39457494,
        0.31139243, -0.3647845 ,  0.8558365 , -0.1957241 , -0.88890266,
        0.515555  ,  0.09730856,  2.1087308 ,  1.270426  , -0.3210904 ,
       -0.35188144,  0.38612983,  1.1886986 , -0.74873793, -0.41394413,
        0.13124767, -0.41934434, -0.1191918 , -0.32068723, -0.2572833 ,
        1.9002109 ,  0.20426255,  0.29564905, -0.08626616,  0.16950342,
       -0.7338625 , -0.00615358, -0.13818824, -0.05909792, -0.39042795,
       -0.02960128,  1.0841755 ,  0.46511284,  0.7879482 , -0.10534509,
       -0.4216092 , -0.61947274,  2.0705848 ,  0.20773914,  0.3197702 ,
        1.3378711 , -0.13800204,  0.59887916, -0.11081205, -0.6461378 ,
       -0.37612185, -0.7047566 , -0.2599796 , -0.4572643 , -0.31674552,
       -0.00631004,  1.972782  , -0.27125722,  1.7467324 ,  0.00613797,
       -0.3821341 ,  0.15920407, -0.29815805, -0.3452341 ,  1.2200751 ,
        0.72450197,  1.451111  , -0.03208537,  1.9623256 ,  2.3129957 ,
        0.08159813, -0.8670562 ,  1.4726589 , -0.97744954,  2.0492692 ,
        0.6324134 , -0.12695742, -0.8464267 , -0.5362456 , -0.04448164,
       -0.8478108 ,  0.2365143 ,  0.44801667, -0.42273057,  1.0889953 ,
        0.2421475 ,  0.25294173,  1.4134011 ,  0.12322776,  0.20018125,
       -0.45792055, -0.7430214 ,  0.1355735 , -0.82131284,  0.19179809,
        3.1665487 , -0.05261002,  0.45735204], dtype=float32)]",2022-02-28 00:00:00,,0.9,25.928667,-80.31137,21.0
73,"[array([ 5.52814305e-01, -7.27017105e-01,  9.89509523e-01, -7.46145368e-01,
        9.14248943e-01,  6.23060524e-01,  1.30675817e+00,  7.20312417e-01,
       -1.09422088e+00,  1.05584776e+00,  8.49324048e-01, -6.71851635e-01,
        1.19559360e+00, -1.02007139e+00, -1.03524399e+00,  1.05370140e+00,
       -8.34688663e-01, -5.20630360e-01,  1.71709180e+00,  2.06626117e-01,
       -7.92410970e-01,  9.21198487e-01,  8.80089164e-01,  7.50475526e-01,
        8.43814433e-01,  5.00405073e-01,  6.18884921e-01,  5.12712240e-01,
        4.43160623e-01, -8.45182538e-01, -1.27975726e+00, -1.13493800e-02,
       -1.87165573e-01, -2.72745162e-01,  3.63649726e-02,  5.88694215e-03,
       -3.47970724e-01, -6.76265180e-01,  5.58372021e-01, -6.24702513e-01,
        2.08873406e-01, -1.46842360e-01, -1.86178625e-01, -2.96951741e-01,
        1.11121440e+00, -7.37629175e-01, -7.11597204e-01, -1.06870818e+00,
        1.43572140e+00,  1.56841785e-01,  9.99422908e-01,  6.51897013e-01,
        6.94065690e-01,  9.21742082e-01,  1.13865054e+00,  4.07168925e-01,
       -1.31597865e+00,  6.64915800e-01,  1.14181125e+00, -9.03620601e-01,
       -5.13196707e-01,  2.45127916e-01, -5.48831403e-01,  5.23805380e-01,
       -1.54612228e-01, -2.61024654e-01, -3.12336683e-02, -1.65597200e+00,
       -1.19182445e-01,  1.15824968e-01,  9.30726409e-01, -5.58368564e-01,
        1.22417521e+00, -4.41215515e-01,  1.71740651e-01,  5.39758325e-01,
       -8.01041365e-01,  4.07658696e-01,  9.76750672e-01,  7.84157455e-01,
        1.09013510e+00,  2.61974037e-01,  2.75875807e-01,  6.20430171e-01,
        8.75088394e-01,  7.48078704e-01, -4.19435620e-01, -7.63056099e-01,
        4.33455467e-01, -1.09231651e+00, -6.66134357e-01, -1.23442984e+00,
       -9.46228981e-01, -1.96416914e-01,  4.86665964e-03,  1.83012497e+00,
        3.80344689e-04, -6.56626403e-01, -1.75712645e-01, -5.93032837e-02,
        1.76966190e-03, -4.98849124e-01, -3.93425047e-01, -1.06330597e+00,
        5.11266649e-01, -4.15397227e-01, -2.90110588e-01,  1.18213058e+00,
        2.98510313e-01,  1.31778395e+00, -2.93171942e-01,  4.53147829e-01,
        4.49911952e-02, -9.58917856e-01,  9.80334163e-01,  1.12950587e+00,
        7.13657916e-01, -1.06828833e+00, -6.89566433e-01,  6.00742042e-01,
        9.35980082e-01, -3.89719784e-01, -4.68234569e-01, -5.88529110e-01,
       -6.82013154e-01,  5.24477184e-01, -3.73875618e-01, -6.15346968e-01,
       -7.01707304e-01,  1.02951956e+00, -9.31372583e-01,  3.79648566e-01,
       -2.65102386e-01,  7.69836307e-02,  1.27141225e+00,  1.07171977e+00,
        6.38483882e-01,  1.02117348e+00, -7.28879333e-01, -2.72464424e-01,
        2.74677277e-01, -1.17895544e+00, -5.63965023e-01, -9.71379519e-01,
       -1.12537825e+00, -9.35086310e-01, -2.26494431e-01,  1.14509809e+00,
        1.01613986e+00, -6.45764172e-01, -8.01106572e-01,  8.40688109e-01,
       -4.45228577e-01,  8.61223876e-01, -7.97973752e-01, -1.03126168e+00,
       -6.89456105e-01,  1.24241173e+00, -1.17110503e+00,  1.60624579e-01,
       -1.61301315e-01,  2.28013739e-01, -4.89542663e-01,  8.57424557e-01,
        1.13304377e+00, -7.24660873e-01, -1.41107512e+00, -1.82982683e-02,
        6.14731908e-02,  7.69814372e-01, -2.61685818e-01, -1.14274716e+00,
        8.12609673e-01, -4.94396091e-01, -1.01339960e+00, -1.46678376e+00,
       -5.81115842e-01, -5.50265551e-01, -1.12458491e+00,  1.94697142e-01,
       -8.70076060e-01, -1.37074664e-01,  4.08101916e-01, -8.59534144e-01,
       -5.44566929e-01, -1.18412757e+00, -3.88484180e-01, -7.92060673e-01,
        6.10921741e-01, -6.84318185e-01,  2.72408724e+00, -6.30462825e-01,
       -2.21746922e-01], dtype=float32)]",2020-09-30 00:00:00,,0.9,25.928673,-80.31133,61.0
74,"[array([ 1.1956527 ,  0.35779345,  0.46034926, -2.1036344 , -0.04338539,
        0.31546837,  0.38403434,  0.13006514,  0.3627696 ,  0.17981799,
        1.9489782 ,  0.5793137 ,  0.5602628 ,  0.36521676,  0.46462595,
        0.21933462,  0.6483225 ,  0.855669  ,  0.54519355,  0.60329616,
        0.46922898,  0.00498843,  0.09395203,  0.0908131 ,  0.1971154 ,
        0.12869918, -0.95837986, -0.40207905, -0.62705004,  0.7302026 ,
       -0.79639596,  0.18485904, -0.0383816 , -0.31884545,  0.7913183 ,
        0.12368414, -0.18928427, -0.57242453,  0.29194495, -0.6111202 ,
        1.0968823 , -0.45921284,  1.0257697 , -0.6484146 , -0.18553591,
       -0.02288365, -1.7966015 ,  0.42641738,  0.42656666,  0.01338264,
        0.14075497, -0.07494515,  0.2147451 ,  0.509092  , -0.21447161,
       -1.0044044 ,  0.01842603, -0.30161828,  0.6901627 ,  0.02790844,
       -0.93021446, -0.18641734,  0.18578058, -0.06346714, -0.25861275,
       -0.23207779,  0.21509117, -0.12623167, -0.38736233, -0.49910432,
       -0.06888562, -2.0932143 ,  0.04379976, -0.88924754, -0.11373997,
       -0.00748737,  0.6055978 ,  0.07789975,  0.48814675,  0.8878744 ,
        0.05090341, -0.30702302, -0.4366418 ,  0.04298839,  0.4186818 ,
        0.20718318,  0.65927964, -1.6360016 ,  1.1089162 ,  0.05158401,
        0.11778523, -0.43252563,  0.21499889,  0.65702057, -0.2007636 ,
        1.5432639 ,  0.02841335,  0.39742094, -0.07502449,  0.2136885 ,
       -0.7997103 , -0.25516075, -1.0585605 ,  0.12222821, -0.49691448,
        0.53362167,  0.45312977,  0.14388773, -0.08259273,  0.12371394,
       -0.7321849 , -0.78105366, -0.9710291 , -0.33286524,  0.15149286,
        0.7871136 ,  0.6083934 ,  0.8178011 ,  0.13769734,  0.24087062,
        0.3660798 ,  0.32736766,  0.885435  , -0.00430536,  0.97403085,
       -0.0942452 ,  0.5310036 ,  0.2735737 ,  0.20090988,  0.20016193,
        0.44487458,  0.02544574,  0.89351445, -0.10637611,  0.15846992,
        0.29511333,  0.25330555,  0.19535163,  0.6695942 ,  0.66678417,
       -1.2266858 ,  0.44546545, -1.3340023 ,  0.46699744, -0.26649293,
       -0.13628903, -0.10875764,  0.4724026 ,  0.14772195,  0.15155008,
        0.41749766, -0.12286577,  0.12898561,  0.37559032,  0.70653594,
       -2.3098068 ,  0.52980524,  0.23405153,  0.5273838 , -0.5804244 ,
       -2.2145882 , -0.5283886 ,  0.5416432 , -0.09317606,  0.1655075 ,
        0.601034  , -0.5952446 , -0.40518045, -0.04288709, -0.13868219,
        0.94399536,  0.6323409 ,  2.2995286 ,  0.08326696, -2.5961208 ,
       -0.88694423, -1.4785969 , -0.8791075 , -0.86196643, -0.8297318 ,
       -1.4432197 , -1.0547001 ,  0.08604267, -1.7427325 ,  0.91911256,
       -0.43948722, -1.1584026 ,  0.65444684,  0.02802849, -1.2139729 ,
        2.7726712 ,  0.6285495 , -1.8139591 ], dtype=float32)]",2022-07-22 00:00:00,,0.9,25.928679,-80.3113,10.0
75,"date
2015-09-21    0.018555
2015-10-15    0.185333
2016-04-12    0.215741
2016-07-05    0.266298
2016-09-27    0.043023
                ...   
2023-07-29    0.297410
2023-08-10    0.342797
2023-08-22   -1.613953
2023-09-03    0.247657
2023-09-15   -0.643194
Name: values_752_3517, Length: 193, dtype: float32",0,0.0,0.0,25.928684,-80.31127,
76,"date
2015-09-21   -0.112197
2015-10-15   -0.066158
2016-04-12    0.269851
2016-07-05    0.461923
2016-09-27    0.050230
                ...   
2023-07-29    1.276194
2023-08-10   -1.203037
2023-08-22   -0.588431
2023-09-03   -0.499993
2023-09-15   -1.356546
Name: values_752_3518, Length: 193, dtype: float32",0,0.0,0.0,25.92869,-80.31123,
77,"date
2015-09-21   -0.292130
2015-10-15    0.197443
2016-04-12    0.173027
2016-07-05    0.327596
2016-09-27   -0.081194
                ...   
2023-07-29    0.308123
2023-08-10    0.032644
2023-08-22   -1.987350
2023-09-03    0.296348
2023-09-15   -0.289670
Name: values_752_3519, Length: 193, dtype: float32",0,0.0,0.0,25.928696,-80.3112,
78,"date
2015-09-21   -0.156641
2015-10-15    0.214597
2016-04-12    0.182697
2016-07-05    0.262878
2016-09-27   -0.044845
                ...   
2023-07-29    0.139056
2023-08-10    0.044525
2023-08-22   -2.038447
2023-09-03    0.312091
2023-09-15   -0.288989
Name: values_752_3520, Length: 193, dtype: float32",0,0.0,0.0,25.9287,-80.31117,
79,"[array([ 8.53466392e-01,  9.81746078e-01,  1.48299837e+00,  7.43393362e-01,
        5.17283201e-01,  8.47994447e-01,  8.51667941e-01,  7.86080360e-01,
        2.24495783e-01,  5.72741568e-01,  8.02758932e-01,  7.58982897e-01,
       -4.51182574e-02,  8.43623579e-01,  1.71874508e-01,  4.04881872e-02,
        3.81466120e-01,  2.62824655e-01, -4.68061984e-01,  4.44134712e-01,
        7.17017412e-01,  3.49173248e-02, -3.71588975e-01, -1.85762644e-02,
        2.15763152e-02, -5.48948050e-02,  1.00041962e+00, -8.77694249e-01,
        6.48790121e-01,  7.78831661e-01,  3.77889097e-01, -7.20423460e-03,
       -1.57255620e-01,  6.16578311e-02,  2.06222832e-02, -2.03505605e-01,
        2.68655896e-01, -1.90645695e-01, -5.85804880e-02, -1.79261744e-01,
       -2.87851542e-02, -1.44027606e-01,  5.28702736e-02, -9.06067342e-03,
        1.24598742e-02, -4.78584766e-02, -1.97110176e-02, -1.08839810e-01,
        1.09094903e-02,  3.61231238e-01,  1.57289118e-01, -5.16678929e-01,
       -8.10363412e-01,  3.25968921e-01,  7.47740388e-01, -1.79357082e-01,
       -4.14153785e-01, -7.42690921e-01, -6.11467659e-01, -1.71190917e-01,
       -1.86639965e-01,  5.72789051e-02, -6.16565496e-02,  9.45879817e-02,
       -2.95613050e-01, -3.58211398e-01, -1.17025346e-01,  6.62325382e-01,
       -1.27405003e-01,  4.97924984e-02,  2.45224833e-02,  1.00727105e+00,
       -3.97996902e-02, -7.79608488e-02,  1.27415180e-01, -8.14061910e-02,
        1.86159134e-01,  8.34842324e-01, -1.80525541e-01,  8.74375105e-02,
       -1.20822489e-01,  3.77902746e-01, -9.51061249e-02, -6.67460561e-01,
        1.73313379e-01,  5.04808962e-01,  8.59118700e-02, -2.34540224e-01,
       -1.08265698e-01, -1.09820187e-01, -1.40165552e-01, -4.94651258e-01,
        3.64865005e-01,  2.01966777e-01, -1.56225264e-03,  4.48432922e-01,
       -5.46720140e-02, -2.57845581e-01, -1.53333783e-01, -3.72789711e-01,
        1.02329135e-01, -2.89163619e-01,  2.15371847e-02, -7.55989075e-01,
       -3.58237296e-01, -8.44759345e-02,  7.24546909e-01, -6.49606705e-01,
       -1.23170686e+00,  4.40678000e-01,  7.15804219e-01,  1.02827859e+00,
        1.90999389e+00,  2.70934105e-01,  3.27342063e-01,  2.70795763e-01,
       -5.83024025e-02, -2.10480630e-01,  6.99294448e-01,  6.80233955e-01,
        7.37496734e-01, -6.84290469e-01, -2.23713607e-01,  1.09257519e-01,
        3.31619978e-02, -7.23957419e-02,  2.61651337e-01,  4.85354662e-01,
        9.62823704e-02,  2.63484240e-01,  4.22884762e-01,  4.52734619e-01,
        8.73775333e-02,  2.65567660e-01,  2.09661737e-01, -7.81759620e-03,
        9.44712162e-02, -1.93430439e-01, -3.92036319e-01,  1.32797405e-01,
        2.97502995e-01,  6.99838161e-01,  3.69590253e-01,  1.34962797e-03,
       -2.87774056e-01, -6.11815870e-01,  1.34273171e+00, -3.60844076e-01,
       -4.57862556e-01, -5.91486096e-01, -3.35459739e-01, -4.10238832e-01,
        5.44804335e-03, -4.74993289e-01,  2.99010277e-02, -2.85539329e-01,
        1.08860135e-02, -1.44663095e-01, -1.67842105e-01, -4.53831226e-01,
       -1.55331838e+00,  5.56704700e-01, -4.74808216e-02,  6.18230999e-01,
       -5.54433823e-01,  3.31361443e-01, -4.40762639e-02, -4.47699666e-01,
       -2.64490247e-02, -1.43679905e+00, -1.86062127e-01, -1.40596771e+00,
       -1.15257466e+00, -1.89954352e+00, -1.68405759e+00, -1.14794004e+00,
       -7.47718573e-01, -4.22277480e-01, -8.13235939e-01,  4.90931988e-01,
       -3.37849945e-01, -1.12940326e-01,  7.15093255e-01,  9.24180806e-01,
       -7.06252992e-01, -1.95797682e-02, -3.34603161e-01, -9.40089941e-01,
        2.54381180e-01, -7.86823392e-01, -1.73379803e+00, -5.01275957e-01,
       -3.37081671e-01], dtype=float32)]",2022-08-15 00:00:00,,0.9,25.928705,-80.311134,8.0
80,"date
2015-09-21   -0.172052
2015-10-15    0.178176
2016-04-12    0.117910
2016-07-05    0.104857
2016-09-27    0.172997
                ...   
2023-07-29   -0.027506
2023-08-10   -0.232229
2023-08-22   -2.082809
2023-09-03   -1.023907
2023-09-15   -0.470932
Name: values_752_3522, Length: 193, dtype: float32",0,0.0,0.0,25.92871,-80.311104,
81,"date
2015-09-21   -0.227187
2015-10-15    0.230798
2016-04-12    0.131144
2016-07-05    0.310306
2016-09-27   -0.055940
                ...   
2023-07-29    0.164822
2023-08-10    0.271284
2023-08-22   -2.241054
2023-09-03    0.165568
2023-09-15   -0.355916
Name: values_752_3523, Length: 193, dtype: float32",0,0.0,0.0,25.928717,-80.31107,
82,"date
2015-09-21   -0.324164
2015-10-15    0.183959
2016-04-12    0.127947
2016-07-05    0.230262
2016-09-27   -0.122094
                ...   
2023-07-29    0.167990
2023-08-10    0.209756
2023-08-22   -2.275743
2023-09-03    0.296566
2023-09-15   -0.293026
Name: values_752_3524, Length: 193, dtype: float32",0,0.0,0.0,25.928722,-80.311035,
83,"date
2015-09-21   -0.693932
2015-10-15    0.141502
2016-04-12   -0.016633
2016-07-05    0.163966
2016-09-27   -0.298957
                ...   
2023-07-29    0.001088
2023-08-10    0.132136
2023-08-22   -2.075383
2023-09-03    0.329996
2023-09-15   -0.433795
Name: values_752_3525, Length: 193, dtype: float32",0,0.0,0.0,25.928726,-80.311005,
84,"date
2015-09-21    1.179508
2015-10-15    0.293612
2016-04-12    0.542516
2016-07-05    0.295875
2016-09-27   -0.068954
                ...   
2023-07-29    0.197306
2023-08-10   -0.001195
2023-08-22   -1.879330
2023-09-03    0.487383
2023-09-15   -0.239616
Name: values_752_3526, Length: 193, dtype: float32",0,0.0,0.0,25.928732,-80.310974,
85,"date
2015-09-21   -0.253251
2015-10-15    0.215542
2016-04-12    0.246740
2016-07-05    0.340671
2016-09-27   -0.035522
                ...   
2023-07-29    0.179822
2023-08-10    0.068315
2023-08-22   -2.092383
2023-09-03    0.245508
2023-09-15   -0.312351
Name: values_752_3527, Length: 193, dtype: float32",0,0.0,0.0,25.928738,-80.31094,
86,"date
2015-09-21   -1.222764
2015-10-15   -0.131612
2016-04-12    0.031277
2016-07-05    0.127785
2016-09-27   -0.412665
                ...   
2023-07-29   -0.381648
2023-08-10    0.425349
2023-08-22   -0.820652
2023-09-03    0.144941
2023-09-15   -0.270538
Name: values_752_3528, Length: 193, dtype: float32",0,0.0,0.0,25.928743,-80.310905,
87,"date
2015-09-21   -1.125533
2015-10-15    0.029789
2016-04-12    0.152133
2016-07-05    0.235696
2016-09-27   -0.100616
                ...   
2023-07-29   -0.275475
2023-08-10    0.601524
2023-08-22   -2.190469
2023-09-03    0.471594
2023-09-15    0.001216
Name: values_752_3529, Length: 193, dtype: float32",0,0.0,0.0,25.928747,-80.310875,
88,"date
2015-09-21   -0.481596
2015-10-15    0.162982
2016-04-12    0.190796
2016-07-05   -0.365209
2016-09-27   -0.644662
                ...   
2023-07-29    0.404432
2023-08-10   -0.193644
2023-08-22    1.362725
2023-09-03   -0.065872
2023-09-15   -0.422267
Name: values_753_3500, Length: 193, dtype: float32",0,0.0,0.0,25.928709,-80.3119,
89,"date
2015-09-21   -0.467645
2015-10-15    0.055971
2016-04-12    0.391432
2016-07-05   -1.400755
2016-09-27   -0.930595
                ...   
2023-07-29    0.256271
2023-08-10   -0.111620
2023-08-22    1.276000
2023-09-03    0.125557
2023-09-15   -0.602562
Name: values_753_3501, Length: 193, dtype: float32",0,0.0,0.0,25.928717,-80.31186,
90,"date
2015-09-21   -0.649690
2015-10-15   -0.031766
2016-04-12    0.075854
2016-07-05   -0.839066
2016-09-27   -0.798584
                ...   
2023-07-29    0.549921
2023-08-10    0.297331
2023-08-22    1.381688
2023-09-03    0.250237
2023-09-15    0.136846
Name: values_753_3502, Length: 193, dtype: float32",0,0.0,0.0,25.928722,-80.31182,
